URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,article:section,article:summary,article text,@id,@context,@type,publisher,headline,image,datePublished,dateModified,author,isAccessibleForFree,hasPart,mainEntityOfPage,itemListElement,url,logo,@graph,audio,isPartOf,breadcrumb,potentialAction
La figure 15 est un diagramme à barres horizontales montrant les principaux chercheurs canadiens ainsi que leur institution d'attache (en bleu, sous le nom de l'inventeur) ainsi que leur principal domaine d'expertise (en rouge, à droite de chaque barre).


Figure 15 : Principaux chercheurs canadiens avec mention de leur institution d'attache (en bleu) et de leur principal domaine d'expertise (en rouge)


Nom du chercheur
Inventions brevetées
Nom de l'institution
Technique d'IA




Boyer, John M.
5
IBM, US
Traitement du langage naturel


Hardjasa, Amelia
5
Pulse Energy, CA
Analyse prédictive


Ka-Hing, Lin
5
Rockwell Automation Technologies Inc, CA
Méthodes de contrôle


Macready, William G.
6
D-Wave Systems Inc, CA
Représentation des connaissances et raisonnement


Francis, Ilyas Ihab
9
Primal AI, CA
Représentation des connaissances et raisonnement


Bertrand, Benoit Patrick
10
Accenture LLP, CA
Représentation des connaissances et raisonnement


Hatami-Hanza, Hamid
10
Science Counter Inc, CA
Représentation des connaissances et raisonnement
			Traitement du langage naturel


Edson, Tirelli
10
Red Hat, US
Autres


Joseph, Sweeney Peter
15
Primal AI, CA
Représentation des connaissances et raisonnement


Voon, Gerard
27
Ecco Projects Inc, CA
Vision par ordinateur






Au-delà de l'utilisation des données d'inventions brevetées pour cerner les tendances et les principaux déposants, il est utile d'explorer davantage les types de technologies créées. Une carte panoramique des inventions brevetées est présentée à la Figure 16; elle a été générée à l'aide d'un algorithme qui s'appuie sur les mots clés de la documentation des brevets pour regrouper ceux-ci selon leur langage commun.Note de bas de page * Les inventions brevetées sont organisés en fonction de thèmes communs et regroupés sur la carte sous forme de « contours » qui indiquent les zones de forte ou de faible activité en matière de brevets. Les pics blancs représentent les plus fortes concentrations d'inventions brevetées, et chaque pic est étiqueté avec des termes clés qui relient les thèmes communs. La distance entre les mots clés permet d'illustrer la relation entre les pics, les distances plus courtes indiquant que les inventions brevetées représentés ont plus de points communs que ceux qui sont plus éloignés. Des mots situés à proximité les uns des autres peuvent faire partie de systèmes ou de technologies similaires, tandis que des mots-clés plus éloignés les uns des autres ont probablement moins de lien.
La superposition des noms des principaux chercheurs canadiens est un moyen utile de mettre en évidence qui travaille dans quel domaine. On remarque par exemple que Peter Joseph Sweeney et Ihab Francis Ilyas – tous deux rattachés à Primal AI et déposants de brevets dans le domaine de la Représentation des connaissances et raisonnement – sont représentés au centre droit de la carte et sont associés à une invention brevetée caractérisée par des mots clés tels que « Modèle de représentation des connaissances atomiques », « Représentation des connaissances complexes », « Concept », « Structure » et « Programme ». Comme on pouvait s'y attendre, on constate qu'Amelia Hardjasa, qui est la seule chercheuse de premier plan à déposer des brevets dans le domaine de l'Analyse prédictive, est associée avec des inventions brevetées qui sont situées en bas au centre de la carte sur une île séparée du continent. Ce type de carte panoramique peut également être utile aux institutions afin de cibler les talents. Par exemple, dans le cas où le portefeuille d'inventions brevetées d'un chercheur chevauche celui d'un autre chercheur, cela peut indiquer que les deux déposent des brevets dans des domaines similaires, comme dans le cas de Gerard Voon et Patrick Benoît Bernard dans le coin supérieur droit de la carte.

Figure 16 : Carte panoramique de l'activité des chercheurs canadiens en matière de brevets, mettant en évidence les principaux déposants

Description de la figure 16 
La Figure 16 est une carte panoramique des inventions brevetées qui fournit une représentation visuelle de l'activité des chercheurs canadiens en matière de brevets au sein de l'ensemble de données visé par ce rapport. L'outil de cartographie ThemeScape de Derwent Innovation a été utilisé pour produire cette visualisation en se fondant sur la fréquence des termes (mots-clés des titres de brevet et des résumés) et sur d'autres algorithmes pour regrouper des documents en fonction d'un vocabulaire commun. Le résultat est une carte panoramique des inventions brevetées qui ressemble beaucoup à une carte topographique et qui comporte des parties turquoise et blanches. Les sections sont composées de pics, dont quelques pics blancs, qui représentent la plus forte concentration d'inventions brevetées et qui sont associés à des termes clés reliant des thèmes communs. La couleur turquoise est utilisée pour séparer les termes qui n'ont aucun point commun. Huit pics ont été surlignés en jaune sur la carte panoramique d'inventions brevetées correspondant à chacun des principaux chercheurs indiqué ci-dessous. La légende fournit plus de détails sur les principaux inventeurs et les mots-clés, comme l'indique le rapport.
Parmi les principaux chercheurs, citons: 

Gerard Voon
Patrick Benoît Bertrand
Lin Ka-Hing
William Macready
Peter Joseph Sweeny et Ihab Francis Ilyas
Hamid Hatami-Hanza
Edson Tirelli
Amelia Hardjasa

Les grands thèmes écrits en majuscules sont les suivants: 

ARN
PIXEL
ENVIRONNEMENT VIRTUEL
MONDE
SYSTÈME DE RECOMMANDATION
RECOMMANDATION
QUANTUM
COUPLEUR
NEUROLOGIQUE
NUMÉRO DE CONFIRMATION DU PAIEMENT
SYSTÈME D'ALIMENTATION
NŒUD DE RÈGLE
APPAREIL ÉLECTRONIQUE DE POCHE

Les mots-clés communs dans ce graphique sont les suivants: 

Séquence 
Fonction
Sélectionner
Image
Pixel
Attribut
Objet
Reconnaissance
Capteur
Caméra
Vidéo
Intelligence
Artificielle
Intelligence artificielle
Client
Dériver
Emplacement
Résultat
Programmable
Circuit
Véhicule
Utilisation
Classification
Classifier
Classe
Dépassement de capacité
Tour
Multiplicateur
Formation
Sémantique
Langage
Conception
Optimisation
Solution
Problème d'optimisation
Document
Recherche
Demande
Modèle de représentation des connaissances atomiques
Représentation des connaissances complexes
Modèle de représentation des connaissances
Informatique
Structure
Programme
Connaissances
Humain
Service
Coût
Patient
Médical
Surveiller
Portable
Signal
Analyse
Paramètre
Flou
Logique
Moteur
Règle
Stockage
Sujet ontologique
Ontologique
Participation
Communication
Application
Serveur
Entreprise
Personnel
Assistant
Électronique
Terme à mot unique
Pluralité des catégories d'entreprises
Formation données nom commercial
Parole
Système de reconnaissance de la parole
Reconnaissance de la parole
Neuronal
Couche
Question
Réponse



La Figure 17 montre la répartition de l'activité des chercheurs canadiens en matière de brevets par province dans tout le pays. Chaque province est représentée en orange, les teintes plus foncées représentant un plus grand nombre d'inventions brevetées. Le nombre de chercheurs résidant dans les principales régions métropolitaines de recensement (RMR) où un grand nombre de brevets sont déposés est représenté sur la carte à l'aide de pointeurs rouges. Il convient de noter que dans cette figure les volumes d'inventions brevetées ont été calculés en utilisant la méthode de comptage fractionnaire et qu'ils ont été normalisés en fonction de la taille de la population. Les provinces où l'on recense le plus grand nombre d'inventions brevetées, comme l'Ontario, la Colombie-Britannique et le Québec, demeurent en tête de file après ce rajustement. Les provinces où l'activité en matière de brevets est plus accentuée ont tendance à comporter des grappes de chercheurs autour des grandes villes.

Figure 17 : Grappes géographiques de l'activité inventive des chercheurs canadiens

Description de la figure 17 
La figure 17 est une carte choroplèthe illustrant les grappes géographiques de l’activité inventive des chercheurs canadiens. La carte est colorée en bleu dont la nuance la plus foncée représentant le plus grand nombre d’inventions brevetées par habitant. Deux types de renseignements figurent sur la carte. Un point représente une région métropolitaine de recensement (RMR) comptant moins de 20 chercheurs, tandis qu’un point de cheminement avec un numéro représente une RMR comptant 20 chercheurs ou plus. Le chiffre indiqué à l’intérieur du point de cheminement représente le nombre de chercheurs dans la RMR visée.


Figure 17 : Grappes géographiques de l'activité inventive des chercheurs canadiens


Province
Inventions brevetées / population




Territoires du Nord-Ouest
0


Nunavut
0


Alberta
1,48735E-05


Yukon
0


Saskatchewan
8,16868E-06


Terre-Neuve-et-Labrador
3,80515E-06


Ontario
4,14448E-05


Colombie-Britannique
3,86343E-05


Manitoba
1,04921E-05


Québec
1,60857E-05


Nouveau-Brunswick
9,08005E-06


Nouvelle-Écosse
5,94059E-06


Île-du-Prince-Édouard
0






Figure 17 : Grappes géographiques de l'activité inventive des chercheurs canadiens


RMR
Nombre de chercheurs




Abbotsford-Mission
1


Barrie
7


Belleville
1


Calgary
44


Edmonton
41


Grand Sudbury
1


Guelph
16


Halifax
8


Hamilton
18


Kelowna
1


Kingston
12


Kitchener-Cambridge-Waterloo
162


Lethbridge
3


London
21


Moncton
1


Montréal
171


Oshawa
11


Ottawa-Gatineau
273


Peterborough
2


Québec
29


Regina
8


Saint John
3


Saskatoon
9


Sherbrooke
4


St. Catharines-Niagara
9


St. John's
2


Thunder Bay
1


Toronto
496


Trois-Rivières
4


Vancouver
238


Victoria
19


Windsor
8


Winnipeg
22






Analyse comparative entre les sexes : Participation des femmes à l'activité en matière de brevets dans le domaine de l'IA
En 2014, 59 % des diplômés âgés de 25 à 34 ans des programmes scientifiques et technologiques canadiens étaient des femmes. Cependant, seulement 23 % des ingénieurs diplômés de ce même groupe d'âge étaient des femmes.Note de bas de page 20 Étant donné que la représentation des femmes dans les domaines des sciences, des technologies, de l'ingénierie et des mathématiques (STIM) est plus faible que souhaité, on s'attend à faire le même constat pour la participation des femmes au dépôt de brevets. Pour mesurer la participation des femmes à l'IA, les auteurs se sont appuyés sur le dictionnaire complet des noms de l'OMPI afin d'attribuer un genre aux noms des chercheurs figurant sur les inventions brevetées.Note de bas de page 21
À l'échelle internationale, on a recensé une femme pour trois hommes ayant une activité en matière de brevets dans le domaine de l'IA. En comparaison, pour les inventions brevetées comportant au moins un chercheur canadien, ce rapport diminue à une femme pour six hommes.

Figure 18 : Représentation des sexes dans l'IA à l'échelle mondiale (à gauche) et au Canada (à droite)

Description de la figure 18 
La figure 18 illustre la représentation des sexes dans le domaine de l’IA. À gauche, on voit une icône de femme et trois icônes d’homme, représentant le ratio entre les sexes sur la scène internationale (1 femme pour 3 hommes). À droite, on voit une icône de femme et six icônes d’homme, représentant le ratio entre les sexes au Canada (1 femme pour 6 hommes). Les icônes de femme sont en vert et les icônes d’homme en violet. Un grand « vs » en gras est inscrit entre les deux images.


Pour mieux comprendre la participation des femmes dans ce domaine technologique, la Figure 19 montre l'évolution de la présence des femmes dans le domaine de l'IA au cours des vingt années étudiées. La figure montre en effet le nombre de nouveaux entrants dans le domaine, recensés lors du dépôt de leur première demande de brevet, en précisant la proportion d'hommes et de femmes. Contrairement à la tendance observée pour les femmes au Canada, qui est relativement stable sur les deux décennies, la tendance internationale diffère nettement et révèle que la proportion de femmes sur le nombre total de chercheurs diminue au fil du temps.

Figure 19 : Évolution de la répartition par sexe des nouveaux arrivants dans le domaine de l'IA, à l'échelle mondiale (en haut) et au Canada (en bas)

 

Description de la figure 19 
La figure 19 montre deux graphiques à colonnes empilées. Celui du haut illustre le nombre d’hommes, de femmes et d’inventeurs dont le sexe n’a pas été déterminé présents sur la scène internationale de 1998 à 2017. Le graphique du bas présente les mêmes renseignements pour le Canada. La barre bleue représente le nombre d’inventeurs, la barre verte le nombre d’inventrices et la barre grise le nombre d’inventeurs dont le sexe n’a pas été déterminé.


Internationale


Année de publication
Hommes
Femmes
Non déterminé
Totale





1998

1,067
1,037
210
2 314



1999

943
1 024
203
2 170



2000

1 087
900
210
2 197



2001

1 226
1 102
198
2 526



2002

1 936
1 265
310
3 511



2003

2 052
1 300
295
3 647



2004

2 106
1 347
304
3 757



2005

2 312
1 342
419
4 073



2006

2 767
1 492
466
4 725



2007

3 333
1 353
491
5 177



2008

4 173
1 636
682
6 491



2009

5 224
1 967
731
7 922



2010

5 716
2 032
889
8 637



2011

5 312
1 954
890
8 156



2012

6 474
2 106
1 072
9 652



2013

8 488
2 544
1 403
12 435



2014

10 197
2 833
1 724
14 754



2015

12 281
3 219
2 028
17 528



2016

14 422
3 639
2 593
20 654



2017

27 031
80 52
3 883
38 966






Au Canada


Année de publication
Hommes
Femmes
Non déterminé
Totale





1998

14
4
0
18



1999

19
2
1
22



2000

16
2
1
19



2001

91
13
6
110



2002

128
11
7
146



2003

116
15
5
136



2004

102
19
5
126



2005

73
10
4
87



2006

75
9
5
89



2007

105
19
6
130



2008

118
18
8
144



2009

109
21
5
135



2010

128
14
13
155



2011

117
21
10
148



2012

101
23
7
131



2013

82
17
5
104



2014

138
25
19
182



2015

170
32
18
220



2016

199
36
23
258



2017

269
62
29
360






Les secteurs non traditionnels, notamment l'exploitation minière, la sylviculture, l'électricité et les métiers spécialisés, ont tendance à connaître une baisse de la participation des femmes cinq à dix ans après que celles-ci ont obtenu leur diplôme.Note de bas de page 22Ce problème de rétention pourrait être dû aux obstacles systémiques auxquels sont confrontées les femmes qui travaillent déjà dans ce domaine, une théorie examinée de plus près dans un rapport publié par l'OPIC et intitulé Participation des femmes aux activités de brevetage : Analyse des demandes déposées au Canada sous le régime du Traité de coopération en matière de brevets.Note de bas de page iii L'augmentation de ce taux de rétention est l'une des valeurs énoncées par le ministère des Femmes et de l'Égalité des genres. Il en résulterait une augmentation de la proportion de femmes dans les inventions brevetées dans tous les domaines des STIM, y compris l'IA. En 2012, l'Institut allemand d'économie du travail a publié un article qui examine les causes de la faible participation des femmes au brevetage et dont les conclusions rejoignent les observations faites pour le Canada.Note de bas de page 23
Pour maintenir sa croissance dans le domaine de l'IA, le Canada doit s'efforcer de retenir ses meilleurs talents et d'en attirer de nouveaux chez lui. Dans le rapport de 2019 d'Element AI sur les talents mondiaux dans le domaine de l'IA, le Canada se positionne comme un pays plateforme.Note de bas de page 24 Il est intéressant de noter que les États-Unis, l'Allemagne et la Chine sont des pays ancrés : capables de retenir davantage de talents, mais incapables d'en attirer sur leur sol. L'Australie, toutefois, est un pays accueillant, ce qui signifie qu'elle est capable d'attirer une grande partie des talents internationaux tout en conservant la majeure partie de ses talents nationaux. Le Canada est l'un des pays qui mènent la recherche à fort impact, aux côtés des États-Unis, de la Chine, du Royaume-Uni et de l'Australie.
Institutions canadiennes
La place des chercheurs canadiens dans le paysage des brevets liés à l'IA étant maintenant plus claire, cette partie examine la place des institutions canadiennes. Aux fins du présent rapport, les institutions canadiennes comprennent les entreprises, les institutions universitaires et les organismes gouvernementaux. Dans l'ensemble, les entreprises sont à l'origine de 82 % des inventions brevetées dans cette partie, tandis que les institutions universitaires et les organismes gouvernementaux représentent respectivement 15 % et 3 % de l'activité en matière de brevets.
Pour mieux comprendre l'innovation dont font preuve les institutions canadiennes dans ce domaine et leur spécialisation, cette partie examine l'activité en matière de brevets au Canada et à l'étranger. Pour limiter l'effort global de nettoyage des données afin de recenser les inventions brevetées par les institutions, l'OPIC a uniquement concentré son attention sur les données des institutions de certains pays qui ont été comparés au Canada. Ces pays sont l'Australie, l'Allemagne, le Royaume-Uni, le Japon, la République de Corée et les États-Unis. Ils ont été sélectionnés parce qu'ils figurent en tête du classement dans le rapport de l'OMPI Tendances technologiques 2019 – Intelligence artificielle et parce qu'ils figurent dans le rapport de l'UKIPO sur l'IA.

L'Initiative des supergrappes d'innovation
L'Initiative des supergrappes d'innovation, lancée en 2017, est un investissement de 950 millions de dollars, à laquelle le secteur privé apporte une contribution équivalente, pour soutenir les « supergrappes » dans tout le Canada, qui rassemblent « des petites, moyennes et grandes entreprises, des établissements du savoir et des organismes sans but lucratif » pour « entraîner une transformation des écosystèmes d'innovation régionaux ».Note de bas de page 25 Alors que la supergrappe Scale AI est largement axée sur l'IA, chacune des supergrappes vise à soutenir des projets qui favoriseront l'utilisation de l'IA dans son secteur. Les supergrappes comprennent la supergrappe des technologies numériques, la supergrappe des industries des protéines, la supergrappe de la fabrication de prochaine génération, la supergrappe Scale AI et la supergrappe de l'économie océanique.Note de bas de page 26 Le financement est alloué aux supergrappes pour soutenir les avancées dans chaque secteur et pour aider à construire et à soutenir les entreprises en démarrage.Note de bas de page 27
Le deuxième investissement est un partenariat entre le Canada et le Royaume-Uni, baptisé Initiative sur l'intelligence artificielle entre le Canada et le Royaume-Uni. Il s'agit d'une occasion de financement axée sur la recherche interdisciplinaire entre trois grands domaines : les sciences sociales et humaines, les sciences de la santé et les sciences biomédicales, et les sciences naturelles et le génie. L'initiative vise à soutenir le développement responsable de l'IA tout en créant des partenariats entre les chercheurs du Canada et du Royaume-Uni.Note de bas de page 28
Enfin, en 2017, le gouvernement du Canada a chargé l'Institut canadien de recherches avancées (ICRA) d'élaborer et de diriger la Stratégie pancanadienne en matière d'intelligence artificielle.Note de bas de page 29 Cette stratégie est une initiative de 125 millions de dollars en partenariat avec l'Alberta Machine Intelligence Institute (Amii), Mila (Montréal Institute for Learning Algorithms) et l'Institut Vecteur.Note de bas de page 30 Cette initiative de financement a plusieurs objectifs :

Augmenter le nombre de chercheurs et de diplômés qualifiés en IA au Canada.
Relier trois des principaux centres d'IA au Canada.
Lancer le dialogue sur les répercussions économiques, éthiques, politiques et juridiques des avancées dans le domaine de l'IA.
Soutenir le milieu national de la recherche.

Ces volets visent à faire progresser le développement de l'IA au Canada de manière éthique et équitable. Ils cherchent pour la plupart à améliorer la vie des Canadiens en finançant et en soutenant les chercheurs et les développeurs à mesure qu'ils explorent le monde de l'IA

Spécialisation relative des institutions canadiennes
Avant d'examiner de plus près les données sur les institutions canadiennes dans le domaine de l'IA, il est utile de classer ces institutions par spécialisation relative. Par rapport aux six autres pays présentés à la Figure 20, le Canada est considéré comme spécialisé parce qu'il présente un indice positif. Lorsque l'on ventile l'ensemble des données sur les institutions au cours des deux décennies étudiées, on constate que le degré de spécialisation des sept pays visés a diminué au cours de la deuxième décennie. Les principaux domaines de l'IA dans lesquels les institutions canadiennes déposent des brevets seront évoqués plus loin dans cette partie, de même que leurs indices de spécialisation relative respectifs.

Figure 20 : Indice de spécialisation relative par pays d'origine des institutions en IA

Description de la figure 20 
La figure 20 présente un diagramme à barres horizontales illustrant l’indice de spécialisation relative pour les institutions de sept pays, dont le Canada. Chaque pays possède deux barres, la barre verte représentant les données de 2008 à 2017 et la barre bleue représentant les données de 1998 à 2007. Les barres verte et bleue correspondant au Canada sont surlignées en gris. Seules les barres pour les données canadiennes sont ainsi signalées.


Figure 20 : Indice de spécialisation relative par pays d'origine des institutions en IA


Année de publication
1998-2007
2008-2017




République de Corée
-0,21
-0,26


Allemagne
0,00
-0,24


Royaume-Uni
-0,08
-0,13


Japon
0,62
0,11


Canada
0,26
0,22


Australie
0,31
0,22


États-Unis
0,38
0,34






Tendances en matière de dépôt de brevets
La Figure 21 montre la tendance générale de l'activité de dépôt de brevets dans le domaine de l'IA par les institutions canadiennes. Le taux de croissance annuel de 8 % entre 1998 et 2010 pour les institutions canadiennes est similaire au taux de croissance enregistré à l'échelle mondiale pendant cette période. Bien que le taux de croissance de 21 % constaté pour l'activité de dépôt de brevets par les institutions canadiennes entre 2011 et 2017 soit sensiblement plus élevé, il demeure inférieur au taux de croissance de 31 % relevé à l'échelle internationale. Même si le Canada a assumé un rôle de leader dans la définition d'un cadre politique pour l'IA.Note de bas de page 31 son influence globale est limitée, car ses institutions sont à l'origine de moins de 1 % du nombre total d'inventions brevetées par les institutions dans le monde.

Figure 21 : Activité en matière de brevets des institutions canadiennes en IA entre 1998 et 2017

Description de la figure 21 
La figure 21 comporte un graphique linéaire superposé à un graphe à barres empilées. Chaque graphique utilise un axe différent. Le graphe à barres empilées indique le nombre d'inventions brevetées par des institutions canadiennes auprès de l'OPIC, de l'USPTO, de l'OMPI (PCT) et d'autres organismes de 1998 à 2017. Ce graphique utilise l'axe de gauche. Le graphique linéaire montre le taux de croissance annuel au cours de la même période et utilise l'axe de droite.


Figure 21 : Activité en matière de brevets des institutions canadiennes en IA entre 1998 et 2017


Année de publication
OPIC
USPTO
OMPI (PCT)
Autres
Taux de croissance annuel




1998
3
2
6
1
-


1999
3
1
1
1
-50 %


2000
1
1
0
0
-67 %


2001
5
4
3
0
500 %


2002
15
2
7
0
100 %


2003
10
2
3
0
-38 %


2004
8
4
7
0
27 %


2005
7
0
2
0
-53 %


2006
7
1
4
4
78 %


2007
11
12
7
1
94 %


2008
13
3
15
2
6 %


2009
12
10
13
0
6 %


2010
6
12
10
2
-14 %


2011
12
14
9
1
20 %


2012
11
13
13
2
8 %


2013
7
14
7
1
-26 %


2014
13
12
12
3
38 %


2015
13
18
17
2
25 %


2016
19
19
30
1
38 %


2017
20
53
33
7
61 %






Déterminer les pays dans lesquels les institutions canadiennes cherchent à protéger leurs inventions à l'échelle internationale permet de cerner les marchés que ces institutions ciblent. Sans surprise, à part les dépôts effectués auprès de l'OPIC, les institutions canadiennes déposent principalement leurs demandes aux États-Unis en raison de la taille importante de ce marché, et elles sont chaque année majoritaires dans ce pays pour les deux décennies étudiées. La United States Patent and Trademark Office (USPTO) et l'OPIC ont administré 64 % de tous les inventions brevetées provenant des institutions canadiennes. Les inventions brevetées sous le régime du Traité de coopération en matière de brevets représentent 32 % des dépôts. Parmi les autres offices de la propriété intellectuelle ciblés par les institutions canadiennes, mais à un degré nettement moindre, figurent l'Office australien de la propriété intellectuelle, l'Administration nationale chinoise de la propriété intellectuelle, l'Office européen des brevets, l'Office japonais des brevets, et l'Institut national de la propriété industrielle français.
Répartition des inventions brevetées
Depuis le début des années 1990, la propriété intellectuelle est devenue une classe d'actif importante pour les entreprises, que ce soit pour protéger la valeur des inventions résultant de leurs investissements substantiels en R&D, pour acquérir une entreprise ciblée, ou bien simplement pour sortir du marché et récolter les fruits de leurs efforts.Note de bas de page 32 Les grandes acquisitions, qui entraînent des transferts importants de propriété intellectuelle, peuvent créer une situation de monopole à cause des économies d'échelle réalisées et parce que les petits acteurs sont chassés du marché. Dans cette partie, l'ICPI est utilisé pour comprendre la répartition des inventions brevetées détenus par les institutions canadiennes qui déposent des brevets dans le domaine de l'IA, puis pour la comparer à celle des institutions d'autres pays de premier plan. Plus l'indice est proche de 0, plus un pays possède un nombre élevé d'institutions moins actives qui déposent des brevets liés à l'IA. À l'inverse, plus l'indice s'approche de 1, plus un pays possède quelques acteurs dominants qui déposent de nombreux brevets en IA. Comme le montre la Figure 22, le Canada a l'un des indices les plus faibles, ce qui indique que les institutions canadiennes se livrent une concurrence féroce en matière de brevets dans le domaine de l'IA.

Figure 22 : Indice de concentration de la propriété intellectuelle des institutions des pays leaders dans le domaine de l'IA 

Description de la figure 22 
La figure 22 présente un diagramme à barres horizontales illustrant l'Indice de concentration de la propriété intellectuelle pour les institutions de sept pays, dont le Canada. Le nombre d'institutions pour chaque pays est indiqué à droite de chaque barre.


Figure 22 : Indice de concentration de la propriété intellectuelle des institutions des pays leaders dans le domaine de l'IA


Pays d'origine
ICPI
Nombre d'institutions




Allemagne
0,1877
479 institutions


Royaume-Uni
0,0577
166 institutions


République de Corée
0,0539
613 institutions


Japon
0,0430
541 institutions


États-Unis
0,0279
4 136 institutions


Canada
0,0152
284 institutions


Australie
0,0111
144 institutions


Dans le monde
0,0039
14 277 institutions






La Figure 23 illustre la répartition des inventions brevetées par les institutions canadiennes ainsi que la proportion globale que ces institutions représentent dans l'ensemble de données sur les institutions canadiennes de recherche en IA. La taille de chaque part représente la proportion d'institutions canadiennes titulaires des inventions dans chacun des cinq groupes, tandis que l'angle formé par chaque part dans la figure représente la proportion d'inventions brevetées dans chaque groupe. Comme on pouvait s'y attendre, la grande majorité des institutions canadiennes détiennent entre un et quatre inventions brevetées. Par ailleurs, les institutions détenant cinq inventions brevetées ou plus représentent 43 % de l'ensemble de données sur les institutions canadiennes de recherche en IA. Néanmoins, le simple fait de détenir davantage d'inventions brevetées ne reflète en rien l'importance des inventions.

Figure 23 : Répartition des institutions canadiennes par nombre d'inventions brevetées et par représentation globale

Description de la figure 23 
La figure 23 est un graphique à barres circulaire illustrant la répartition des institutions canadiennes par nombre d'inventions brevetées détenus et par représentation globale. Le graphique ressemble à un camembert avec des parts de différents rayons. On y voit cinq parts représentant les cinq groupes créés en fonction du nombre d'inventions brevetées (1 invention brevetée, 2 à 4 inventions brevetées, 5 à 9 inventions brevetées, 10 à 19 inventions brevetées et au moins 20 inventions brevetées). L'angle de chaque part représente le pourcentage d'inventions brevetées appartenant à chaque groupe, tandis que la taille de chaque part représente la proportion d'institutions canadiennes associées aux inventions brevetées de chaque groupe.


Figure 23 : Répartition des institutions canadiennes par nombre d'inventions brevetées et par représentation globale


Groupe d'inventions brevetées
Nombre d'institutions canadiennes
Nombre total d'inventions brevetées




1
199
199


2-4
62
156


5-9
13
70


10-19
6
86


20+
4
117



Totale


284


628







La Figure 24 illustre la répartition des données par domaine d'application afin d'évaluer les applications industrielles des inventions fondées sur l'IA brevetées par des institutions étrangères et canadiennes, respectivement. On constate que les institutions du monde entier ont régulièrement brevetées des inventions relatives aux Sciences de la vie et sciences médicales, ainsi qu'aux Sciences physiques et ingénierie entre 1998 et 2017, tandis que les inventions brevetées liés aux Transports ont pris de l'importance après 2011. En ce qui concerne les institutions canadiennes, outre les Sciences de la vie et sciences médicales, ainsi que les Sciences physiques et ingénierie, elles semblent aussi se spécialiser dans les Télécommunications. Cependant, il est nécessaire que les institutions canadiennes se spécialisent davantage dans le domaine des Transports. Ce constat est corroboré par la Figure 25, qui indique que les institutions canadiennes semblent avoir un faible indice de spécialisation dans ce domaine.

Figure 24 : Croissance des institutions étrangères (en haut) et canadiennes (en bas) dans divers Domaines de l'IA
Institutions étrangères

Institutions canadiennes

Description de la figure 24 
La figure 24 montre deux cartes d’activité. La carte d’activité du haut montre la croissance que connaissent les institutions internationaules dans divers Domaines de l’IA. Tous les Domaines de l’IA sont colorés en bleu, sauf les Sciences de la vie et les sciences médicales, les Transports, les Sciences physiques et l’ingénierie, qui sont colorés en rouge. La carte d’activité du bas montre les mêmes renseignements pour les institutions canadiennes. Tous les Domaines de l’IA sont colorés en bleu sur le graphique du Canada.


Données pour les institutions étrangères (tableau du haut)


DOMAINE DE L'IA
1998
1999
2000
2001
2002
2003
2004
2005
2006
2007
2008
2009
2010
2011
2012
2013
2014
2015
2016
2017




Agriculture
6
5
6
2
8
4
10
7
11
6
11
8
21
14
22
53
50
56
72
166


Arts et sciences humaines
4
15
10
6
12
13
16
24
26
42
31
30
37
32
30
36
43
48
63
118


Banque et finance
31
22
35
30
33
38
25
36
40
38
54
86
95
103
138
143
198
239
289
556


Entreprises
7
4
19
24
27
19
15
44
27
39
59
101
136
134
129
172
205
254
296
557


Cartographie
4
-
6
3
7
4
3
8
9
14
12
19
24
19
39
49
41
44
72
134


Informatique au sein du gouvernement
59
61
56
52
81
71
63
77
82
93
132
155
184
186
211
329
424
508
685
1 141


Gestion de documents et traitement de texte
5
5
5
16
16
17
10
30
28
29
21
51
43
33
33
53
48
63
87
185


Éducation
15
14
27
23
26
22
24
36
31
27
16
35
42
26
48
61
72
85
143
257


Gestion de l'énergie
21
29
11
11
30
27
28
18
24
16
35
42
43
71
105
158
220
235
340
506


Divertissement
12
10
12
19
29
21
20
20
12
29
21
23
25
16
16
32
32
44
53
101


Industrie et fabrication
50
31
31
41
48
54
53
36
45
49
60
103
97
75
130
187
226
315
431
996


Droit, sciences sociales et comportementales
-
-
1
1
1
-
-
-
-
1
1
1
5
-
4
4
1
11
9
8


Sciences de la vie et sciences médicales
94
129
129
152
185
189
199
